citizen_id,age,gender,county,subcounty,ward,occupation,education_level,language_preference,feedback_text,feedback_category,sentiment_score,response_status,service_satisfaction_score,,submission_date
C4304,25,Female,Nairobi,Langata,Karen,Teacher,Master's,Swahili,Water supply is inconsistent.,Infrastructure,2,Resolved,1,,2/2/2024
C4305,35,Male,Kiambu,Thika,Kamenu,Retired,Bachelor's,Swahili,The curriculum is outdated.,Education,2,Pending,2,,11/27/2023
C4306,30,Male,Nairobi,Westlands,Kangemi,Teacher,PhD,English,More resources for education needed.,Education,3,Pending,3,,11/30/2023
C4307,74,Male,Kisumu,Nyando,Kobura,Student,Bachelor's,English,Medication is unavailable in hospitals.,Healthcare,2,Pending,3,,5/27/2024
C4308,72,Female,Nairobi,Langata,Karen,Business,High School,Swahili,More benefits for the elderly needed.,Pension,3,Unresolved,2,,11/21/2023
C4309,55,Male,Kiambu,Ruiru,Gitothua,Retired,Primary,Swahili,The curriculum is outdated.,Education,3,Resolved,3,,8/26/2024
C4310,33,Female,Kiambu,Thika,Kamenu,Doctor,High School,Swahili,Public facilities need maintenance.,Infrastructure,2,Unresolved,2,,4/27/2024
C4311,18,Male,Kiambu,Limuru,Limuru Central,Business,Master's,English,Public transport is unreliable.,Transport,1,Resolved,2,,12/4/2023
C4312,59,Female,Kiambu,Limuru,Bibirioni,Nurse,Master's,Swahili,Public facilities need maintenance.,Infrastructure,1,Unresolved,1,,6/2/2024
C4313,49,Female,Nairobi,Westlands,Kitisuru,Student,PhD,Swahili,The curriculum is outdated.,Education,2,Pending,3,,3/22/2024
C4314,39,Male,Kisumu,Nyando,Onjiko,Engineer,Bachelor's,Swahili,Pension payments are delayed.,Pension,1,Pending,2,,1/25/2024
C4315,43,Male,Kiambu,Ruiru,Mwiki,Doctor,Diploma,English,Public transport is unreliable.,Transport,1,Pending,3,,2/14/2024
C4316,71,Male,Kisumu,Kisumu Central,Market Milimani,Doctor,Primary,Swahili,The curriculum is outdated.,Education,1,Unresolved,3,,1/11/2024
C4317,36,Female,Nairobi,Langata,Mugumu-ini,Doctor,High School,Swahili,More resources for education needed.,Education,2,Pending,2,,10/17/2023
C4318,62,Male,Kisumu,Nyando,Kobura,Doctor,High School,English,Need support for startups.,Business,3,Pending,1,,7/25/2024
C4319,73,Female,Kiambu,Ruiru,Mwiki,Retired,Master's,Swahili,Schools lack sufficient teachers.,Education,2,Resolved,3,,6/23/2024
C4320,58,Female,Mombasa,Jomvu,Jomvu Kuu,Teacher,PhD,English,Pension payments are delayed.,Pension,1,Resolved,3,,1/9/2024
C4321,79,Female,Nairobi,Kasarani,Kasarani,Engineer,Master's,Swahili,Public facilities need maintenance.,Infrastructure,1,Unresolved,3,,2/13/2024
C4322,49,Female,Kisumu,Seme,North Seme,Retired,Master's,Swahili,Water supply is inconsistent.,Infrastructure,2,Pending,1,,4/29/2024
C4323,60,Male,Kisumu,Nyando,Onjiko,Student,Master's,English,Public transport is unreliable.,Transport,2,Pending,3,,5/21/2024
C4324,54,Male,Kisumu,Kisumu Central,Market Milimani,Business,Master's,English,Need support for startups.,Business,1,Resolved,2,,9/1/2024
C4325,32,Male,Kiambu,Limuru,Ndeiya,Teacher,High School,Swahili,Medication is unavailable in hospitals.,Healthcare,3,Unresolved,1,,4/15/2024
C4326,63,Female,Nairobi,Westlands,Kitisuru,Business,High School,English,Public facilities need maintenance.,Infrastructure,1,Pending,3,,10/29/2023
C4327,79,Female,Kiambu,Limuru,Ndeiya,Business,Bachelor's,Swahili,Retirement benefits are too low.,Pension,1,Unresolved,3,,5/26/2024
C4328,51,Male,Kisumu,Kisumu Central,Market Milimani,Nurse,Master's,English,Lack of medical equipment.,Healthcare,2,Unresolved,1,,1/8/2024
C4329,32,Male,Mombasa,Kisauni,Mjambere,Business,PhD,English,Tax rates for small businesses are too high.,Business,2,Resolved,1,,8/28/2024
C4330,64,Female,Nairobi,Westlands,Kitisuru,Engineer,Primary,Swahili,Medication is unavailable in hospitals.,Healthcare,3,Unresolved,3,,11/21/2023
C4331,20,Female,Mombasa,Jomvu,Jomvu Kuu,Engineer,High School,English,Pension payments are delayed.,Pension,2,Resolved,2,,2/18/2024
C4332,69,Male,Kisumu,Kisumu Central,Market Milimani,Engineer,Bachelor's,Swahili,Lack of medical equipment.,Healthcare,3,Unresolved,2,,5/10/2024
C4333,42,Female,Kisumu,Seme,Central Seme,Engineer,High School,English,Roads are in poor condition.,Infrastructure,2,Resolved,2,,6/6/2024
C4334,61,Female,Kiambu,Ruiru,Mugutha,Business,Diploma,English,Medication is unavailable in hospitals.,Healthcare,1,Pending,2,,5/19/2024
C4335,65,Male,Nairobi,Langata,Karen,Business,High School,Swahili,Need more buses in my area.,Transport,3,Pending,3,,4/2/2024
C4336,19,Female,Kisumu,Kisumu Central,Migosi,Student,Bachelor's,Swahili,Retirement benefits are too low.,Pension,2,Unresolved,3,,11/19/2023
C4337,57,Male,Kiambu,Ruiru,Mugutha,Teacher,Master's,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Unresolved,1,,11/13/2023
C4338,76,Female,Kisumu,Nyando,Kobura,Student,PhD,Swahili,More resources for education needed.,Education,2,Pending,1,,3/3/2024
C4339,42,Male,Nairobi,Kasarani,Mwiki,Teacher,High School,English,More benefits for the elderly needed.,Pension,2,Resolved,2,,5/16/2024
C4340,73,Male,Mombasa,Changamwe,Port Reitz,Engineer,High School,Swahili,More resources for education needed.,Education,2,Pending,3,,12/23/2023
C4341,49,Male,Mombasa,Kisauni,Bamburi,Student,High School,Swahili,More resources for education needed.,Education,1,Pending,1,,10/28/2023
C4342,44,Female,Kiambu,Ruiru,Mugutha,Student,Bachelor's,English,Retirement benefits are too low.,Pension,3,Resolved,3,,2/9/2024
C4343,71,Male,Mombasa,Jomvu,Mikindani,Business,PhD,English,The curriculum is outdated.,Education,2,Resolved,3,,2/26/2024
C4344,30,Male,Nairobi,Kasarani,Mwiki,Doctor,Bachelor's,English,Need more buses in my area.,Transport,3,Pending,1,,12/17/2023
C4345,27,Male,Mombasa,Kisauni,Bamburi,Retired,Diploma,Swahili,Roads are in poor condition.,Infrastructure,2,Resolved,2,,4/7/2024
C4346,36,Female,Kiambu,Limuru,Ndeiya,Nurse,PhD,English,More benefits for the elderly needed.,Pension,1,Unresolved,3,,12/23/2023
C4347,28,Female,Mombasa,Changamwe,Port Reitz,Teacher,Diploma,Swahili,Licensing process is too slow.,Business,1,Unresolved,1,,9/6/2024
C4348,19,Female,Kisumu,Seme,East Seme,Teacher,Bachelor's,Swahili,Lack of medical equipment.,Healthcare,3,Pending,2,,6/12/2024
C4349,51,Male,Kisumu,Kisumu Central,Market Milimani,Engineer,Bachelor's,English,Healthcare facilities are understaffed.,Healthcare,3,Resolved,3,,11/19/2023
C4350,65,Male,Nairobi,Westlands,Parklands,Student,Master's,Swahili,More benefits for the elderly needed.,Pension,2,Unresolved,1,,1/4/2024
C4351,64,Female,Kisumu,Seme,North Seme,Business,High School,Swahili,More benefits for the elderly needed.,Pension,3,Pending,1,,3/24/2024
C4352,26,Female,Nairobi,Westlands,Parklands,Teacher,Primary,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Resolved,3,,12/13/2023
C4353,54,Female,Kisumu,Nyando,Kobura,Teacher,Primary,English,Water supply is inconsistent.,Infrastructure,3,Resolved,3,,3/11/2024
C4354,60,Male,Mombasa,Jomvu,Jomvu Kuu,Doctor,Primary,English,Schools lack sufficient teachers.,Education,2,Unresolved,1,,2/4/2024
C4355,33,Female,Kiambu,Ruiru,Mugutha,Teacher,Diploma,Swahili,Need support for startups.,Business,1,Unresolved,2,,4/15/2024
C4356,38,Female,Mombasa,Kisauni,Bamburi,Retired,Primary,English,Fares are too high.,Transport,2,Unresolved,3,,3/7/2024
C4357,25,Male,Mombasa,Changamwe,Port Reitz,Engineer,Diploma,Swahili,Need support for startups.,Business,2,Pending,1,,8/5/2024
C4358,55,Male,Nairobi,Langata,Karen,Retired,Primary,English,Roads are in poor condition.,Infrastructure,1,Pending,1,,12/20/2023
C4359,56,Female,Mombasa,Kisauni,Junda,Business,Bachelor's,Swahili,Tax rates for small businesses are too high.,Business,3,Resolved,3,,2/12/2024
C4360,42,Female,Mombasa,Jomvu,Jomvu Kuu,Student,Bachelor's,English,More benefits for the elderly needed.,Pension,1,Unresolved,3,,2/6/2024
C4361,76,Female,Nairobi,Kasarani,Roysambu,Retired,PhD,Swahili,Roads are in poor condition.,Infrastructure,3,Unresolved,2,,9/22/2023
C4362,52,Female,Kiambu,Limuru,Ndeiya,Business,High School,English,Schools lack sufficient teachers.,Education,2,Pending,2,,3/7/2024
C4363,44,Female,Nairobi,Langata,Mugumu-ini,Nurse,Diploma,English,More benefits for the elderly needed.,Pension,2,Pending,3,,3/8/2024
C4364,72,Female,Kiambu,Thika,Township,Business,High School,English,Lack of medical equipment.,Healthcare,3,Unresolved,1,,8/13/2024
C4365,20,Female,Kisumu,Nyando,Onjiko,Nurse,Diploma,English,More resources for education needed.,Education,3,Pending,2,,8/12/2024
C4366,43,Female,Kiambu,Limuru,Limuru Central,Business,Bachelor's,English,Public facilities need maintenance.,Infrastructure,3,Resolved,3,,10/2/2023
C4367,66,Female,Nairobi,Langata,Mugumu-ini,Doctor,Bachelor's,English,Licensing process is too slow.,Business,2,Resolved,3,,3/4/2024
C4368,45,Male,Kiambu,Ruiru,Mugutha,Engineer,Diploma,Swahili,The curriculum is outdated.,Education,3,Resolved,1,,8/29/2024
C4369,24,Male,Kisumu,Seme,Central Seme,Student,Primary,English,Roads are in poor condition.,Infrastructure,3,Pending,1,,4/28/2024
C4370,68,Female,Mombasa,Jomvu,Miritini,Engineer,High School,Swahili,Retirement benefits are too low.,Pension,1,Unresolved,1,,1/14/2024
C4371,18,Male,Kisumu,Kisumu Central,Market Milimani,Business,High School,English,Schools lack sufficient teachers.,Education,3,Unresolved,2,,7/11/2024
C4372,45,Male,Nairobi,Kasarani,Roysambu,Teacher,PhD,English,The curriculum is outdated.,Education,2,Resolved,2,,7/4/2024
C4373,68,Female,Nairobi,Langata,Mugumu-ini,Student,Primary,English,Fares are too high.,Transport,3,Pending,3,,10/17/2023
C4374,54,Female,Mombasa,Changamwe,Chaani,Business,Primary,English,Public transport is unreliable.,Transport,1,Pending,3,,11/4/2023
C4375,29,Female,Nairobi,Langata,Nyayo Highrise,Doctor,Primary,Swahili,Schools lack sufficient teachers.,Education,3,Unresolved,1,,5/1/2024
C4376,38,Female,Kiambu,Ruiru,Mwiki,Student,High School,Swahili,Need support for startups.,Business,1,Unresolved,1,,4/13/2024
C4377,37,Female,Nairobi,Langata,Nyayo Highrise,Engineer,High School,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Unresolved,1,,2/15/2024
C4378,55,Male,Kiambu,Ruiru,Mugutha,Business,Primary,Swahili,Licensing process is too slow.,Business,3,Resolved,3,,2/27/2024
C4379,43,Male,Mombasa,Jomvu,Mikindani,Business,Primary,Swahili,Tax rates for small businesses are too high.,Business,2,Unresolved,2,,4/16/2024
C4380,52,Male,Kisumu,Kisumu Central,Railways,Student,Diploma,English,Roads are in poor condition.,Infrastructure,1,Unresolved,1,,6/3/2024
C4381,48,Female,Kisumu,Kisumu Central,Market Milimani,Teacher,Diploma,Swahili,Water supply is inconsistent.,Infrastructure,3,Unresolved,2,,6/13/2024
C4382,78,Male,Mombasa,Changamwe,Kipevu,Student,High School,English,Pension payments are delayed.,Pension,2,Pending,1,,7/28/2024
C4383,23,Female,Mombasa,Jomvu,Jomvu Kuu,Retired,Diploma,Swahili,Tax rates for small businesses are too high.,Business,1,Pending,1,,9/10/2024
C4384,65,Female,Kisumu,Kisumu Central,Migosi,Student,PhD,Swahili,The curriculum is outdated.,Education,3,Unresolved,2,,10/24/2023
C4385,48,Male,Nairobi,Westlands,Parklands,Nurse,Bachelor's,English,Retirement benefits are too low.,Pension,3,Unresolved,1,,4/28/2024
C4386,69,Female,Mombasa,Kisauni,Mjambere,Engineer,Primary,English,Need more buses in my area.,Transport,3,Resolved,1,,11/30/2023
C4387,74,Female,Kiambu,Limuru,Ndeiya,Student,Bachelor's,Swahili,Need support for startups.,Business,2,Unresolved,1,,5/27/2024
C4388,23,Male,Mombasa,Kisauni,Mjambere,Engineer,PhD,Swahili,More resources for education needed.,Education,1,Unresolved,3,,7/6/2024
C4389,71,Male,Mombasa,Jomvu,Mikindani,Engineer,Primary,English,More benefits for the elderly needed.,Pension,1,Resolved,1,,3/20/2024
C4390,52,Female,Kiambu,Ruiru,Gitothua,Student,PhD,English,Need more buses in my area.,Transport,3,Pending,3,,7/23/2024
C4391,21,Female,Kiambu,Limuru,Limuru Central,Engineer,High School,English,Roads are in poor condition.,Infrastructure,1,Resolved,1,,5/22/2024
C4392,65,Male,Kiambu,Limuru,Limuru Central,Nurse,PhD,Swahili,Need more buses in my area.,Transport,3,Unresolved,2,,4/23/2024
C4393,61,Female,Nairobi,Langata,Mugumu-ini,Nurse,Master's,Swahili,Public transport is unreliable.,Transport,2,Unresolved,3,,11/5/2023
C4394,29,Female,Mombasa,Kisauni,Bamburi,Engineer,PhD,Swahili,Pension payments are delayed.,Pension,3,Unresolved,3,,12/3/2023
C4395,48,Male,Nairobi,Kasarani,Roysambu,Business,PhD,Swahili,The curriculum is outdated.,Education,1,Resolved,3,,9/5/2024
C4396,61,Male,Nairobi,Westlands,Kangemi,Nurse,PhD,Swahili,Need support for startups.,Business,2,Pending,3,,11/14/2023
C4397,50,Male,Nairobi,Westlands,Kangemi,Nurse,PhD,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Pending,2,,9/8/2024
C4398,77,Female,Kisumu,Kisumu Central,Migosi,Teacher,Bachelor's,Swahili,Need support for startups.,Business,2,Pending,2,,4/13/2024
C4399,66,Male,Nairobi,Kasarani,Roysambu,Doctor,High School,English,Water supply is inconsistent.,Infrastructure,1,Resolved,3,,12/25/2023
C4400,33,Male,Nairobi,Westlands,Kangemi,Retired,PhD,English,Retirement benefits are too low.,Pension,1,Pending,2,,11/16/2023
C4401,37,Male,Nairobi,Westlands,Parklands,Business,High School,English,Tax rates for small businesses are too high.,Business,3,Unresolved,2,,5/5/2024
C4402,59,Male,Mombasa,Jomvu,Mikindani,Doctor,Diploma,Swahili,Need support for startups.,Business,2,Resolved,2,,10/2/2023
C4403,75,Female,Nairobi,Kasarani,Kasarani,Engineer,Primary,English,Pension payments are delayed.,Pension,3,Unresolved,3,,11/25/2023
C4404,59,Female,Mombasa,Kisauni,Bamburi,Engineer,High School,English,Need support for startups.,Business,1,Pending,2,,12/24/2023
C4405,72,Male,Nairobi,Kasarani,Kasarani,Retired,High School,Swahili,Public transport is unreliable.,Transport,1,Pending,3,,3/2/2024
C4406,49,Male,Nairobi,Kasarani,Roysambu,Teacher,Master's,Swahili,Retirement benefits are too low.,Pension,2,Resolved,1,,7/30/2024
C4407,60,Male,Kisumu,Nyando,Kobura,Business,Diploma,Swahili,Tax rates for small businesses are too high.,Business,3,Resolved,2,,9/12/2024
C4408,39,Female,Kisumu,Kisumu Central,Market Milimani,Student,PhD,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Pending,3,,4/19/2024
C4409,35,Male,Nairobi,Westlands,Kitisuru,Engineer,Primary,English,Need more buses in my area.,Transport,3,Pending,1,,11/1/2023
C4410,78,Female,Kisumu,Nyando,Kobura,Student,PhD,English,Fares are too high.,Transport,3,Unresolved,3,,1/13/2024
C4411,23,Female,Nairobi,Westlands,Parklands,Retired,Master's,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,2,,2/27/2024
C4412,34,Female,Kisumu,Seme,North Seme,Business,High School,Swahili,Tax rates for small businesses are too high.,Business,2,Unresolved,3,,1/24/2024
C4413,28,Female,Mombasa,Changamwe,Port Reitz,Student,Diploma,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Resolved,2,,11/23/2023
C4414,66,Female,Nairobi,Langata,Karen,Engineer,Diploma,English,Tax rates for small businesses are too high.,Business,1,Resolved,1,,11/2/2023
C4415,76,Female,Nairobi,Kasarani,Kasarani,Student,High School,Swahili,Need more buses in my area.,Transport,3,Resolved,2,,3/18/2024
C4416,24,Female,Kisumu,Kisumu Central,Migosi,Doctor,High School,Swahili,Public transport is unreliable.,Transport,2,Resolved,2,,3/18/2024
C4417,56,Male,Mombasa,Kisauni,Junda,Retired,Primary,Swahili,Public transport is unreliable.,Transport,1,Unresolved,1,,11/14/2023
C4418,50,Female,Mombasa,Changamwe,Chaani,Student,Bachelor's,English,The curriculum is outdated.,Education,1,Resolved,3,,12/20/2023
C4419,70,Male,Nairobi,Westlands,Parklands,Business,Master's,Swahili,Tax rates for small businesses are too high.,Business,2,Pending,3,,1/11/2024
C4420,67,Female,Nairobi,Kasarani,Roysambu,Business,High School,English,Need more buses in my area.,Transport,2,Unresolved,1,,2/7/2024
C4421,38,Male,Kisumu,Seme,North Seme,Doctor,PhD,Swahili,More resources for education needed.,Education,1,Resolved,3,,8/28/2024
C4422,35,Male,Mombasa,Jomvu,Jomvu Kuu,Teacher,Master's,English,More benefits for the elderly needed.,Pension,1,Unresolved,2,,10/14/2023
C4423,26,Male,Kisumu,Seme,Central Seme,Nurse,PhD,English,Need support for startups.,Business,1,Pending,2,,11/29/2023
C4424,46,Male,Kiambu,Limuru,Bibirioni,Retired,High School,Swahili,Lack of medical equipment.,Healthcare,1,Unresolved,3,,5/12/2024
C4425,49,Female,Kiambu,Ruiru,Mwiki,Doctor,Primary,Swahili,Public transport is unreliable.,Transport,3,Resolved,1,,3/7/2024
C4426,64,Female,Mombasa,Kisauni,Junda,Nurse,Primary,Swahili,More benefits for the elderly needed.,Pension,2,Unresolved,3,,4/16/2024
C4427,78,Male,Kiambu,Limuru,Ndeiya,Retired,High School,English,More benefits for the elderly needed.,Pension,1,Resolved,3,,5/25/2024
C4428,23,Female,Kiambu,Limuru,Limuru Central,Engineer,PhD,English,The curriculum is outdated.,Education,3,Pending,1,,11/10/2023
C4429,67,Male,Mombasa,Kisauni,Junda,Business,Diploma,English,Tax rates for small businesses are too high.,Business,3,Unresolved,2,,6/19/2024
C4430,65,Male,Kisumu,Kisumu Central,Migosi,Business,Bachelor's,Swahili,Schools lack sufficient teachers.,Education,2,Resolved,2,,7/25/2024
C4431,50,Male,Mombasa,Kisauni,Bamburi,Teacher,Primary,English,More benefits for the elderly needed.,Pension,3,Pending,1,,3/31/2024
C4432,20,Female,Kisumu,Nyando,Kobura,Retired,High School,English,Need more buses in my area.,Transport,3,Pending,2,,8/2/2024
C4433,56,Female,Mombasa,Changamwe,Chaani,Student,PhD,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Resolved,1,,8/12/2024
C4434,21,Male,Kiambu,Limuru,Limuru Central,Student,High School,English,Need more buses in my area.,Transport,1,Pending,1,,10/24/2023
C4435,60,Female,Kisumu,Nyando,Onjiko,Doctor,PhD,Swahili,The curriculum is outdated.,Education,1,Pending,3,,3/29/2024
C4436,21,Female,Kiambu,Thika,Kiganjo,Engineer,Master's,Swahili,Tax rates for small businesses are too high.,Business,2,Resolved,3,,7/16/2024
C4437,80,Female,Mombasa,Kisauni,Mjambere,Engineer,Diploma,English,More benefits for the elderly needed.,Pension,2,Unresolved,2,,5/7/2024
C4438,25,Female,Mombasa,Changamwe,Kipevu,Retired,Diploma,Swahili,Public facilities need maintenance.,Infrastructure,2,Unresolved,1,,2/1/2024
C4439,74,Female,Nairobi,Kasarani,Kasarani,Doctor,PhD,Swahili,The curriculum is outdated.,Education,3,Resolved,3,,3/7/2024
C4440,70,Female,Nairobi,Langata,Nyayo Highrise,Doctor,Bachelor's,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Resolved,3,,6/22/2024
C4441,44,Female,Mombasa,Kisauni,Bamburi,Doctor,Primary,English,Public facilities need maintenance.,Infrastructure,3,Unresolved,1,,12/1/2023
C4442,38,Male,Kiambu,Limuru,Bibirioni,Retired,Bachelor's,English,The curriculum is outdated.,Education,2,Resolved,1,,2/27/2024
C4443,42,Male,Kiambu,Thika,Township,Engineer,PhD,English,Need more buses in my area.,Transport,3,Resolved,1,,7/22/2024
C4444,42,Male,Mombasa,Changamwe,Kipevu,Engineer,Master's,English,Retirement benefits are too low.,Pension,3,Unresolved,1,,8/10/2024
C4445,66,Male,Mombasa,Jomvu,Jomvu Kuu,Nurse,Bachelor's,English,More benefits for the elderly needed.,Pension,3,Resolved,3,,1/4/2024
C4446,68,Male,Kiambu,Thika,Township,Nurse,Bachelor's,English,The curriculum is outdated.,Education,2,Unresolved,2,,8/3/2024
C4447,43,Male,Kiambu,Ruiru,Gitothua,Retired,Diploma,English,Need more buses in my area.,Transport,2,Unresolved,2,,3/15/2024
C4448,55,Male,Nairobi,Kasarani,Kasarani,Student,PhD,English,Lack of medical equipment.,Healthcare,1,Resolved,2,,4/1/2024
C4449,36,Male,Kiambu,Limuru,Limuru Central,Nurse,Diploma,Swahili,Public transport is unreliable.,Transport,1,Unresolved,2,,6/24/2024
C4450,46,Male,Mombasa,Kisauni,Junda,Nurse,PhD,Swahili,Public facilities need maintenance.,Infrastructure,3,Pending,1,,9/3/2024
C4451,65,Male,Nairobi,Westlands,Parklands,Retired,Diploma,English,Need support for startups.,Business,1,Pending,1,,7/17/2024
C4452,29,Male,Nairobi,Westlands,Kangemi,Teacher,High School,Swahili,Lack of medical equipment.,Healthcare,1,Pending,2,,11/22/2023
C4453,62,Male,Mombasa,Kisauni,Mjambere,Student,Bachelor's,English,Public facilities need maintenance.,Infrastructure,1,Unresolved,2,,6/13/2024
C4454,54,Female,Mombasa,Kisauni,Bamburi,Retired,Bachelor's,Swahili,Need support for startups.,Business,3,Resolved,2,,4/14/2024
C4455,19,Female,Nairobi,Langata,Mugumu-ini,Retired,Bachelor's,Swahili,The curriculum is outdated.,Education,3,Pending,3,,3/28/2024
C4456,65,Female,Kisumu,Kisumu Central,Railways,Teacher,Diploma,Swahili,Need support for startups.,Business,1,Resolved,2,,12/28/2023
C4457,67,Female,Nairobi,Westlands,Parklands,Doctor,Master's,English,Water supply is inconsistent.,Infrastructure,3,Unresolved,1,,1/30/2024
C4458,33,Female,Kisumu,Nyando,Kobura,Teacher,PhD,Swahili,Public transport is unreliable.,Transport,1,Resolved,2,,5/9/2024
C4459,79,Male,Kisumu,Kisumu Central,Market Milimani,Nurse,Primary,Swahili,More benefits for the elderly needed.,Pension,3,Unresolved,1,,4/6/2024
C4460,79,Male,Kiambu,Thika,Township,Teacher,Primary,English,Roads are in poor condition.,Infrastructure,2,Resolved,1,,8/1/2024
C4461,53,Male,Kisumu,Kisumu Central,Railways,Nurse,Master's,English,Tax rates for small businesses are too high.,Business,1,Unresolved,1,,9/19/2023
C4462,52,Female,Kiambu,Thika,Kamenu,Teacher,Primary,English,Need support for startups.,Business,3,Pending,1,,9/2/2024
C4463,20,Male,Mombasa,Jomvu,Miritini,Engineer,Master's,English,Licensing process is too slow.,Business,1,Pending,1,,3/27/2024
C4464,64,Male,Nairobi,Langata,Karen,Teacher,Diploma,English,More benefits for the elderly needed.,Pension,1,Resolved,1,,7/28/2024
C4465,46,Female,Mombasa,Changamwe,Port Reitz,Engineer,Diploma,Swahili,Public facilities need maintenance.,Infrastructure,1,Pending,1,,7/3/2024
C4466,38,Female,Kisumu,Nyando,Kobura,Teacher,Bachelor's,English,Medication is unavailable in hospitals.,Healthcare,1,Unresolved,3,,5/31/2024
C4467,43,Male,Nairobi,Langata,Nyayo Highrise,Nurse,Primary,English,The curriculum is outdated.,Education,1,Pending,1,,11/23/2023
C4468,55,Female,Nairobi,Langata,Nyayo Highrise,Nurse,Master's,Swahili,Retirement benefits are too low.,Pension,1,Pending,3,,5/21/2024
C4469,78,Female,Mombasa,Jomvu,Mikindani,Student,Master's,Swahili,The curriculum is outdated.,Education,2,Pending,3,,10/12/2023
C4470,75,Female,Kisumu,Seme,North Seme,Engineer,PhD,Swahili,Need more buses in my area.,Transport,3,Pending,3,,5/29/2024
C4471,30,Male,Kiambu,Limuru,Bibirioni,Business,Bachelor's,English,Public transport is unreliable.,Transport,2,Resolved,2,,4/26/2024
C4472,76,Female,Mombasa,Jomvu,Miritini,Doctor,Diploma,English,Licensing process is too slow.,Business,2,Unresolved,2,,10/2/2023
C4473,78,Male,Nairobi,Kasarani,Roysambu,Nurse,Master's,English,Water supply is inconsistent.,Infrastructure,3,Resolved,1,,7/2/2024
C4474,44,Male,Kiambu,Limuru,Limuru Central,Engineer,Diploma,Swahili,More benefits for the elderly needed.,Pension,3,Unresolved,1,,1/27/2024
C4475,79,Female,Mombasa,Jomvu,Miritini,Engineer,High School,Swahili,Pension payments are delayed.,Pension,1,Pending,1,,2/7/2024
C4476,36,Male,Nairobi,Kasarani,Roysambu,Doctor,Primary,Swahili,Public transport is unreliable.,Transport,3,Resolved,3,,8/9/2024
C4477,64,Female,Kisumu,Seme,Central Seme,Doctor,Diploma,Swahili,Licensing process is too slow.,Business,1,Unresolved,1,,7/18/2024
C4478,44,Male,Kiambu,Limuru,Limuru Central,Engineer,Bachelor's,Swahili,Tax rates for small businesses are too high.,Business,1,Pending,1,,6/30/2024
C4479,32,Male,Kiambu,Thika,Kiganjo,Doctor,Bachelor's,Swahili,Lack of medical equipment.,Healthcare,3,Unresolved,3,,6/25/2024
C4480,20,Male,Mombasa,Jomvu,Miritini,Nurse,Bachelor's,Swahili,Fares are too high.,Transport,1,Resolved,1,,4/9/2024
C4481,77,Male,Kisumu,Kisumu Central,Railways,Business,Bachelor's,English,The curriculum is outdated.,Education,1,Resolved,1,,10/31/2023
C4482,41,Female,Kisumu,Kisumu Central,Migosi,Retired,Diploma,English,Tax rates for small businesses are too high.,Business,2,Pending,3,,10/27/2023
C4483,52,Male,Kisumu,Seme,Central Seme,Doctor,Diploma,English,More benefits for the elderly needed.,Pension,1,Resolved,3,,8/20/2024
C4484,68,Male,Nairobi,Langata,Nyayo Highrise,Nurse,Master's,English,Retirement benefits are too low.,Pension,2,Resolved,2,,2/9/2024
C4485,75,Male,Kisumu,Seme,Central Seme,Nurse,Primary,English,Pension payments are delayed.,Pension,3,Unresolved,3,,9/28/2023
C4486,43,Female,Kiambu,Thika,Kamenu,Student,Diploma,Swahili,Public facilities need maintenance.,Infrastructure,1,Pending,1,,12/7/2023
C4487,64,Female,Nairobi,Westlands,Kitisuru,Student,High School,English,Public facilities need maintenance.,Infrastructure,3,Unresolved,1,,8/31/2024
C4488,50,Male,Kiambu,Ruiru,Mugutha,Doctor,PhD,Swahili,Roads are in poor condition.,Infrastructure,1,Unresolved,2,,8/8/2024
C4489,64,Female,Mombasa,Jomvu,Jomvu Kuu,Student,Master's,English,Roads are in poor condition.,Infrastructure,1,Resolved,1,,5/27/2024
C4490,37,Male,Kiambu,Ruiru,Mwiki,Student,Primary,English,The curriculum is outdated.,Education,1,Resolved,3,,12/1/2023
C4491,59,Male,Mombasa,Jomvu,Jomvu Kuu,Engineer,Diploma,Swahili,Lack of medical equipment.,Healthcare,1,Resolved,1,,6/21/2024
C4492,35,Male,Kiambu,Limuru,Bibirioni,Retired,Diploma,Swahili,Medication is unavailable in hospitals.,Healthcare,3,Unresolved,1,,12/25/2023
C4493,55,Female,Kisumu,Nyando,Ahero,Business,High School,Swahili,Schools lack sufficient teachers.,Education,2,Unresolved,1,,7/9/2024
C4494,43,Male,Kisumu,Nyando,Onjiko,Retired,High School,Swahili,Roads are in poor condition.,Infrastructure,2,Unresolved,3,,7/9/2024
C4495,51,Male,Mombasa,Kisauni,Junda,Doctor,PhD,English,Fares are too high.,Transport,3,Unresolved,1,,11/3/2023
C4496,64,Female,Mombasa,Jomvu,Miritini,Engineer,High School,English,Schools lack sufficient teachers.,Education,1,Resolved,2,,6/23/2024
